Continent,Status,Order,Family,Genus,Species,Log Mass,Combined Mass,Reference,taxa
SA,extant,Chiroptera,Vespertilionidae,Myotis,simus,-999,-999,-999,Myotis_simus
SA,extant,Chiroptera,Vespertilionidae,Myotis,albescens,0.72,5.3,153,Myotis_albescens
SA,extant,Chiroptera,Vespertilionidae,Myotis,keaysi,0.72,5.3,153,Myotis_keaysi
SA,extant,Chiroptera,Vespertilionidae,Myotis,levis,0.74,5.5,153,Myotis_levis
SA,extant,Chiroptera,Vespertilionidae,Myotis,nesopolus,0.54,3.5,153,Myotis_nesopolus
SA,extant,Chiroptera,Vespertilionidae,Myotis,nigricans,0.63,4.2,153,Myotis_nigricans
SA,extant,Chiroptera,Vespertilionidae,Myotis,oxyotus,0.74,5.5,153,Myotis_oxyotus
SA,extant,Chiroptera,Vespertilionidae,Myotis,ruber,0.7,5,153,Myotis_ruber
SA,extant,Chiroptera,Vespertilionidae,Rhogeesa,minutilla,0.56,3.7,153,Rhogeesa_minutilla
SA,extant,Chiroptera,Vespertilionidae,Rhogeesa,tumida,0.65,4.5,153,Rhogeesa_tumida
SA,extant,Chiroptera,Vespertilionidae,Tomopeas,ravus,-999,-999,-999,Tomopeas_ravus
SA,extant,Didelphimorphia,Didelphidae,Caluromys,derbianus,2.47,297,60,Caluromys_derbianus
SA,extant,Didelphimorphia,Didelphidae,Caluromys,lanatus,2.51,325,60,Caluromys_lanatus
SA,extant,Didelphimorphia,Didelphidae,Caluromys,philander,2.36,229.3,60,Caluromys_philander
SA,extant,Didelphimorphia,Didelphidae,Caluromysiops,irrupta,2.4,250,61,Caluromysiops_irrupta
SA,extant,Didelphimorphia,Didelphidae,Chironectes,minimus,2.98,946,60,Chironectes_minimus
SA,extant,Didelphimorphia,Didelphidae,Didelphis,albiventris,2.96,904,60,Didelphis_albiventris
SA,extant,Didelphimorphia,Didelphidae,Didelphis,marsupialis,3.04,1091.2,60,Didelphis_marsupialis
SA,extant,Didelphimorphia,Didelphidae,Didelphis,aurita,3.07,1164,61,Didelphis_aurita
SA,extant,Didelphimorphia,Didelphidae,Glironia,venusta,2.06,114,61,Glironia_venusta
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,aceramarcae,1.31,20.5,61,Gracilinanus_aceramarcae
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,agilis,1.34,22,61,Gracilinanus_agilis
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,dryas,1.26,18,61,Gracilinanus_dryas
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,emiliae,0.88,7.6,61,Gracilinanus_emiliae
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,marica,1.38,23.8,61,Gracilinanus_marica
SA,extant,Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,1.49,31,61,Gracilinanus_microtarsus
SA,extant,Didelphimorphia,Didelphidae,Lestodelphys,halli,1.88,76,61,Lestodelphys_halli
SA,extant,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,2.73,537.3,61,Lutreolina_crassicaudata
SA,extant,Didelphimorphia,Didelphidae,Marmosa,lepida,1.15,14,60,Marmosa_lepida
SA,extant,Didelphimorphia,Didelphidae,Marmosa,mexicana,1.69,49.5,60,Marmosa_mexicana
SA,extant,Didelphimorphia,Didelphidae,Marmosa,robinsoni,1.75,56.7,60,Marmosa_robinsoni
SA,extant,Didelphimorphia,Didelphidae,Marmosa,andersoni,1.68,47.4,61,Marmosa_andersoni
SA,extant,Didelphimorphia,Didelphidae,Marmosa,murina,1.41,26,61,Marmosa_murina
SA,extant,Didelphimorphia,Didelphidae,Marmosa,rubra,1.8,63,61,Marmosa_rubra
SA,extant,Didelphimorphia,Didelphidae,Marmosa,tyleriana,1.51,32.4,61,Marmosa_tyleriana
SA,extant,Didelphimorphia,Didelphidae,Marmosa,xerophila,1.66,46.2,61,Marmosa_xerophila
SA,extant,Didelphimorphia,Didelphidae,Marmosops,fuscatus,1.78,60,60,Marmosops_fuscatus
SA,extant,Didelphimorphia,Didelphidae,Marmosops,incanus,1.79,62.3,60,Marmosops_incanus
SA,extant,Didelphimorphia,Didelphidae,Marmosops,parvidens,1.18,15,60,Marmosops_parvidens
SA,extant,Didelphimorphia,Didelphidae,Marmosops,cracens,1.41,25.5,61,Marmosops_cracens
SA,extant,Didelphimorphia,Didelphidae,Marmosops,dorothea,1.57,37.5,61,Marmosops_dorothea
SA,extant,Didelphimorphia,Didelphidae,Marmosops,handleyi,1.49,30.7,61,Marmosops_handleyi
SA,extant,Didelphimorphia,Didelphidae,Marmosops,impavidus,1.61,40.5,61,Marmosops_impavidus
SA,extant,Didelphimorphia,Didelphidae,Marmosops,invictus,1.47,29.2,61,Marmosops_invictus
SA,extant,Didelphimorphia,Didelphidae,Marmosops,noctivagus,1.32,21,61,Marmosops_noctivagus
SA,extant,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,2.57,375,61,Metachirus_nudicaudatus
SA,extant,Didelphimorphia,Didelphidae,Micoureus,alstoni,2.12,132.3,61,Micoureus_alstoni
SA,extant,Didelphimorphia,Didelphidae,Micoureus,constantiae,1.95,90,61,Micoureus_constantiae
SA,extant,Didelphimorphia,Didelphidae,Micoureus,demerarae,1.88,75.8,61,Micoureus_demerarae
SA,extant,Didelphimorphia,Didelphidae,Micoureus,regina,2.07,118.6,61,Micoureus_regina
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,americana,1.29,19.5,60,Monodelphis_americana
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,1.84,69.6,60,Monodelphis_brevicaudata
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,dimidiata,1.76,58,60,Monodelphis_dimidiata
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,emiliae,1.6,40,60,Monodelphis_emiliae
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,adusta,1.54,35,61,Monodelphis_adusta
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,domestica,1.85,71.4,61,Monodelphis_domestica
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,iheringi,2.05,112,61,Monodelphis_iheringi
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,kunsi,1.05,11.3,61,Monodelphis_kunsi
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,osgoodi,2.05,112,61,Monodelphis_osgoodi
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,rubida,1.66,45.5,61,Monodelphis_rubida
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,scalops,2.87,741,61,Monodelphis_scalops
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,sorex,1.68,48,61,Monodelphis_sorex
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,theresa,2.05,112,61,Monodelphis_theresa
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,unistriata,1.74,55.3,61,Monodelphis_unistriata
SA,extant,Didelphimorphia,Didelphidae,Philander,andersoni,2.51,325,61,Philander_andersoni
SA,extant,Didelphimorphia,Didelphidae,Philander,opossum,2.62,421,61,Philander_opossum
SA,extant,Didelphimorphia,Didelphidae,Thylamys,pusilla,1.61,41,60,Thylamys_pusilla
SA,extant,Didelphimorphia,Didelphidae,Thylamys,elegans,1.46,28.9,61,Thylamys_elegans
SA,extant,Didelphimorphia,Didelphidae,Thylamys,macrura,1.32,20.7,61,Thylamys_macrura
SA,extant,Didelphimorphia,Didelphidae,Thylamys,pallidior,1.17,14.9,61,Thylamys_pallidior
SA,extant,Didelphimorphia,Didelphidae,Thylamys,velutinus,1.32,20.7,61,Thylamys_velutinus
SA,extant,Insectivora,Soricidae,Cryptotis,thomasi,1.1,12.6,60,Cryptotis_thomasi
SA,extant,Insectivora,Soricidae,Cryptotis,avia,1.04,11,61,Cryptotis_avia
SA,extant,Insectivora,Soricidae,Cryptotis,meridensis,1.08,12,61,Cryptotis_meridensis
SA,extant,Insectivora,Soricidae,Cryptotis,montivaga,1.05,11.3,61,Cryptotis_montivaga
SA,extant,Insectivora,Soricidae,Cryptotis,nigrescens,1,9.9,61,Cryptotis_nigrescens
SA,extant,Insectivora,Soricidae,Cryptotis,squamipes,1.04,11,61,Cryptotis_squamipes
SA,extant,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,2.98,950,60,Sylvilagus_brasiliensis
SA,extant,Lagomorpha,Leporidae,Sylvilagus,floridanus,3.07,1172.8,60,Sylvilagus_floridanus
SA,extinct,Litopterna,Macraucheniidae,Macrauchenia,patachonica,5.99,988000,"1, 39, 43",Macrauchenia_patachonica
SA,extinct,Litopterna,Macraucheniidae,Windhausenia,spp.,5.85,700000,11,Windhausenia_spp.
SA,extant,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,1.35,22.3,60,Dromiciops_gliroides
SA,extinct,Notoungulata,Toxodontidae,Mixotoxodon,spp.,6,1000000,"1, 11",Mixotoxodon_spp.
SA,extinct,Notoungulata,Toxodontidae,Toxodon,burmeisteri,6.04,1100000,39,Toxodon_burmeisteri
SA,extinct,Notoungulata,Toxodontidae,Toxodon,paradoxus,6,1000000,39,Toxodon_paradoxus
SA,extinct,Notoungulata,Toxodontidae,Toxodon,bilobidens,6.04,1100000,40,Toxodon_bilobidens
SA,extinct,Notoungulata,Toxodontidae,Toxodon,platensis,6.22,1642000,"39, 43",Toxodon_platensis
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,1.44,27.8,60,Caenolestes_fuliginosus
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,caniventer,1.6,40,61,Caenolestes_caniventer
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,convelatus,1.6,40,61,Caenolestes_convelatus
SA,extant,Paucituberculata,Caenolestidae,Lestoros,inca,1.32,21.1,61,Lestoros_inca
SA,extant,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,1.32,21,61,Rhyncholestes_raphanurus
SA,extinct,Perissodactyla,Equidae,Equus,santaeelenae,5.54,350000,8,Equus_santaeelenae
SA,extinct,Perissodactyla,Equidae,Equus,lasallei,5.54,350000,44,Equus_lasallei
SA,extinct,Perissodactyla,Equidae,Equus,neogeus,5.58,378000,"11, 39, 44",Equus_neogeus
SA,extinct,Perissodactyla,Equidae,Equus,andium,5.34,220000,"8, 44",Equus_andium
SA,extinct,Perissodactyla,Equidae,Equus,insulatus,5.55,351000,"8, 45",Equus_insulatus
SA,extinct,Perissodactyla,Equidae,Hippidion,saldiasi,5.42,265000,8,Hippidion_saldiasi
SA,extinct,Perissodactyla,Equidae,Hippidion,principale,5.71,511000,"35, 43",Hippidion_principale
SA,extinct,Perissodactyla,Equidae,Onohippidium,spp.,5.49,310700,35,Onohippidium_spp.
SA,extant,Perissodactyla,Tapiridae,Tapirus,terrestris,5.32,207500.9,60,Tapirus_terrestris
SA,extant,Perissodactyla,Tapiridae,Tapirus,bairdii,5.48,299999.1,61,Tapirus_bairdii
SA,extant,Perissodactyla,Tapiridae,Tapirus,pinchaque,5.17,148949.8,61,Tapirus_pinchaque
SA,extant,Primates,Callitrichidae,Callimico,goeldii,2.68,480,61,Callimico_goeldii
SA,extant,Primates,Callitrichidae,Callithrix,argentata,2.64,440,61,Callithrix_argentata
SA,extant,Primates,Callitrichidae,Callithrix,aurita,2.53,342,61,Callithrix_aurita
SA,extant,Primates,Callitrichidae,Callithrix,flaviceps,2.53,342,61,Callithrix_flaviceps
SA,extant,Primates,Callitrichidae,Callithrix,geoffroyi,2.53,342,61,Callithrix_geoffroyi
SA,extant,Primates,Callitrichidae,Callithrix,humeralifer,2.54,350,61,Callithrix_humeralifer
SA,extant,Primates,Callitrichidae,Callithrix,jacchus,2.47,292,61,Callithrix_jacchus
SA,extant,Primates,Callitrichidae,Callithrix,kuhlii,2.53,342,61,Callithrix_kuhlii
SA,extant,Primates,Callitrichidae,Callithrix,penicillata,2.53,342,61,Callithrix_penicillata
SA,extant,Primates,Callitrichidae,Callithrix,pygmaea,2.1,125,75,Callithrix_pygmaea
SA,extant,Primates,Callitrichidae,Leontopithecus,chrysomela,2.85,700,61,Leontopithecus_chrysomela
SA,extant,Primates,Callitrichidae,Leontopithecus,chrysopygus,2.85,700,61,Leontopithecus_chrysopygus
SA,extant,Primates,Callitrichidae,Leontopithecus,rosalia,2.73,535.5,61,Leontopithecus_rosalia
SA,extant,Primates,Callitrichidae,Saguinus,bicolor,2.67,465,61,Saguinus_bicolor
SA,extant,Primates,Callitrichidae,Saguinus,fuscicollis,2.59,387,61,Saguinus_fuscicollis
SA,extant,Primates,Callitrichidae,Saguinus,geoffroyi,2.69,486.5,61,Saguinus_geoffroyi
SA,extant,Primates,Callitrichidae,Saguinus,imperator,2.6,400,61,Saguinus_imperator
SA,extant,Primates,Callitrichidae,Saguinus,inustus,2.61,410.5,61,Saguinus_inustus
SA,extant,Primates,Callitrichidae,Saguinus,labiatus,2.76,575,61,Saguinus_labiatus
SA,extant,Primates,Callitrichidae,Saguinus,leucopus,2.64,440,61,Saguinus_leucopus
SA,extant,Primates,Callitrichidae,Saguinus,midas,2.73,540,61,Saguinus_midas
SA,extant,Primates,Callitrichidae,Saguinus,mystax,2.79,618,61,Saguinus_mystax
SA,extant,Primates,Callitrichidae,Saguinus,nigricollis,2.66,462,61,Saguinus_nigricollis
SA,extant,Primates,Callitrichidae,Saguinus,oedipus,2.63,430,61,Saguinus_oedipus
SA,extant,Primates,Callitrichidae,Saguinus,tripartitus,2.59,393.5,61,Saguinus_tripartitus
SA,extant,Primates,Cebidae,Alouatta,fusca,3.9,8000,60,Alouatta_fusca
SA,extant,Primates,Cebidae,Alouatta,palliata,3.86,7274.9,60,Alouatta_palliata
SA,extant,Primates,Cebidae,Alouatta,seniculus,3.79,6145.5,60,Alouatta_seniculus
SA,extant,Primates,Cebidae,Alouatta,belzebul,3.81,6400,61,Alouatta_belzebul
SA,extant,Primates,Cebidae,Alouatta,caraya,3.77,5862.5,61,Alouatta_caraya
SA,extant,Primates,Cebidae,Alouatta,sara,3.82,6611,61,Alouatta_sara
SA,extant,Primates,Cebidae,Aotus,nigriceps,3.03,1060,60,Aotus_nigriceps
SA,extant,Primates,Cebidae,Aotus,trivirgatus,2.95,900,60,Aotus_trivirgatus
SA,extant,Primates,Cebidae,Aotus,azarai,2.98,962.9,61,Aotus_azarai
SA,extant,Primates,Cebidae,Aotus,brumbacki,2.9,800,61,Aotus_brumbacki
SA,extant,Primates,Cebidae,Aotus,hershkovitzi,2.9,800,61,Aotus_hershkovitzi
SA,extant,Primates,Cebidae,Aotus,infulatus,2.9,800,61,Aotus_infulatus
SA,extant,Primates,Cebidae,Aotus,lemurinus,2.94,873,61,Aotus_lemurinus
SA,extant,Primates,Cebidae,Aotus,miconax,2.9,800,61,Aotus_miconax
SA,extant,Primates,Cebidae,Aotus,nancymaae,2.9,788,61,Aotus_nancymaae
SA,extant,Primates,Cebidae,Aotus,vociferans,2.94,873,61,Aotus_vociferans
SA,extant,Primates,Cebidae,Ateles,belzebuth,3.7,5000,60,Ateles_belzebuth
SA,extant,Primates,Cebidae,Ateles,paniscus,3.9,7900.1,60,Ateles_paniscus
SA,extant,Primates,Cebidae,Ateles,chamek,3.78,6000,61,Ateles_chamek
SA,extant,Primates,Cebidae,Ateles,marginatus,3.78,6000,61,Ateles_marginatus
SA,extant,Primates,Cebidae,Ateles,fusciceps,3.96,9100,74,Ateles_fusciceps
SA,extant,Primates,Cebidae,Brachyteles,arachnoides,4.13,13499.9,61,Brachyteles_arachnoides
SA,extant,Primates,Cebidae,Cacajao,calvus,3.76,5796,61,Cacajao_calvus
SA,extant,Primates,Cebidae,Cacajao,melanocephalus,3.58,3800,61,Cacajao_melanocephalus
SA,extinct,Primates,Cebidae,Caipora,bambuiorum,4.31,20500,46,Caipora_bambuiorum
SA,extant,Primates,Cebidae,Callicebus,moloch,2.93,854.7,60,Callicebus_moloch
SA,extant,Primates,Cebidae,Callicebus,torquatus,3.02,1050,60,Callicebus_torquatus
SA,extant,Primates,Cebidae,Callicebus,brunneus,3,992.4,61,Callicebus_brunneus
SA,extant,Primates,Cebidae,Callicebus,caligatus,3,992.4,61,Callicebus_caligatus
SA,extant,Primates,Cebidae,Callicebus,cinerascens,3,992.4,61,Callicebus_cinerascens
SA,extant,Primates,Cebidae,Callicebus,cupreus,2.96,915,61,Callicebus_cupreus
SA,extant,Primates,Cebidae,Callicebus,donacophilus,2.9,795,61,Callicebus_donacophilus
SA,extant,Primates,Cebidae,Callicebus,dubius,3,992.4,61,Callicebus_dubius
SA,extant,Primates,Cebidae,Callicebus,hoffmannsi,3,992.4,61,Callicebus_hoffmannsi
SA,extant,Primates,Cebidae,Callicebus,modestus,3,992.4,61,Callicebus_modestus
SA,extant,Primates,Cebidae,Callicebus,oenanthe,3,992.4,61,Callicebus_oenanthe
SA,extant,Primates,Cebidae,Callicebus,olallae,3,992.4,61,Callicebus_olallae
SA,extant,Primates,Cebidae,Callicebus,personatus,3.13,1350,61,Callicebus_personatus
SA,extant,Primates,Cebidae,Cebus,albifrons,3.42,2629,60,Cebus_albifrons
SA,extant,Primates,Cebidae,Cebus,capucinus,3.44,2733.3,60,Cebus_capucinus
SA,extant,Primates,Cebidae,Cebus,olivaceus,3.41,2600,60,Cebus_olivaceus
SA,extant,Primates,Cebidae,Cebus,apella,3.4,2500,61,Cebus_apella
SA,extant,Primates,Cebidae,Chiropotes,satanas,3.48,3000,60,Chiropotes_satanas
SA,extant,Primates,Cebidae,Chiropotes,albinasus,3.46,2900,61,Chiropotes_albinasus
SA,extant,Primates,Cebidae,Lagothrix,lagotricha,3.8,6300,60,Lagothrix_lagotricha
SA,extant,Primates,Cebidae,Lagothrix,flavicauda,3.83,6800,61,Lagothrix_flavicauda
SA,extant,Primates,Cebidae,Pithecia,monachus,3.19,1537.5,60,Pithecia_monachus
SA,extant,Primates,Cebidae,Pithecia,pithecia,3.14,1375.5,60,Pithecia_pithecia
SA,extant,Primates,Cebidae,Pithecia,aequatorialis,3.35,2250,61,Pithecia_aequatorialis
SA,extant,Primates,Cebidae,Pithecia,albicans,3.45,2800,61,Pithecia_albicans
SA,extant,Primates,Cebidae,Pithecia,irrorata,3.35,2241,61,Pithecia_irrorata
SA,extant,Primates,Cebidae,Saimiri,boliviensis,2.79,615,60,Saimiri_boliviensis
SA,extant,Primates,Cebidae,Saimiri,sciureus,2.87,743.2,60,Saimiri_sciureus
SA,extant,Primates,Cebidae,Saimiri,oerstedii,2.44,278.5,61,Saimiri_oerstedii
SA,extant,Primates,Cebidae,Saimiri,ustus,3,1000,61,Saimiri_ustus
SA,extant,Primates,Cebidae,Saimiri,vanzolinii,2.89,769.6,61,Saimiri_vanzolinii
SA,extinct,Proboscidea,Gomphotheriidae,Cuvieronius,spp.,6.7,5000000,"11, 47",Cuvieronius_spp.
SA,extinct,Proboscidea,Gomphotheriidae,Haplomastodon,chimborazi,6.78,6000000,"11, 48",Haplomastodon_chimborazi
SA,extinct,Proboscidea,Gomphotheriidae,Notiomastodon,spp.,6.79,6193000,"11, 26, 41",Notiomastodon_spp.
SA,extinct,Proboscidea,Gomphotheriidae,Stegomastodon,superbus,6.88,7580000,"39, 43",Stegomastodon_superbus
SA,extant,Rodentia,Abrocomidae,Abrocoma,bennetti,2.4,250.5,61,Abrocoma_bennetti
SA,extant,Rodentia,Abrocomidae,Abrocoma,boliviensis,2.2,158,61,Abrocoma_boliviensis
SA,extant,Rodentia,Abrocomidae,Abrocoma,cinerea,2.4,250,61,Abrocoma_cinerea
SA,extant,Rodentia,Agoutidae,Agouti,paca,3.9,8000,60,Agouti_paca
SA,extant,Rodentia,Agoutidae,Agouti,taczanowskii,3.95,8999.9,61,Agouti_taczanowskii
SA,extant,Rodentia,Caviidae,Cavia,fulgida,2.45,282.5,60,Cavia_fulgida
SA,extant,Rodentia,Caviidae,Cavia,aperea,2.74,549,61,Cavia_aperea
SA,extant,Rodentia,Caviidae,Cavia,magna,2.66,460,61,Cavia_magna
SA,extant,Rodentia,Caviidae,Cavia,porcellus,2.86,728,61,Cavia_porcellus
SA,extant,Rodentia,Caviidae,Cavia,tschudii,3,1000,75,Cavia_tschudii
SA,extant,Rodentia,Caviidae,Dolichotis,patagonum,3.9,8000,60,Dolichotis_patagonum
SA,extant,Rodentia,Caviidae,Dolichotis,salinicola,3.2,1600,60,Dolichotis_salinicola
SA,extant,Rodentia,Caviidae,Galea,musteloides,2.68,480,60,Galea_musteloides
SA,extant,Rodentia,Caviidae,Galea,flavidens,2.65,450,61,Galea_flavidens
SA,extant,Rodentia,Caviidae,Galea,spixii,2.51,326.2,61,Galea_spixii
SA,extant,Rodentia,Caviidae,Kerodon,rupestris,2.9,800,61,Kerodon_rupestris
SA,extant,Rodentia,Caviidae,Microcavia,australis,2.46,286.1,61,Microcavia_australis
SA,extant,Rodentia,Caviidae,Microcavia,niata,2.41,255.2,61,Microcavia_niata
SA,extant,Rodentia,Caviidae,Microcavia,shiptoni,2.27,185,61,Microcavia_shiptoni
SA,extant,Rodentia,Chinchillidae,Chinchilla,lanigera,2.69,485,60,Chinchilla_lanigera
SA,extant,Rodentia,Chinchillidae,Chinchilla,brevicaudata,2.7,500,61,Chinchilla_brevicaudata
SA,extant,Rodentia,Chinchillidae,Lagidium,peruanum,3.09,1220,61,Lagidium_peruanum
SA,extant,Rodentia,Chinchillidae,Lagidium,viscacia,3.19,1540,61,Lagidium_viscacia
SA,extant,Rodentia,Chinchillidae,Lagidium,wolffsohni,3.43,2682,61,Lagidium_wolffsohni
SA,extant,Rodentia,Chinchillidae,Lagostomus,maximus,3.67,4647.5,60,Lagostomus_maximus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,australis,2.56,361.5,60,Ctenomys_australis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,conoveri,2.93,860,60,Ctenomys_conoveri
SA,extant,Rodentia,Ctenomyidae,Ctenomys,fulvus,2.42,262,60,Ctenomys_fulvus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,knighti,2.5,316,60,Ctenomys_knighti
SA,extant,Rodentia,Ctenomyidae,Ctenomys,magellanicus,2.43,272,60,Ctenomys_magellanicus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,maulinus,2.33,215,60,Ctenomys_maulinus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,peruanus,2.69,490,60,Ctenomys_peruanus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,talarum,2.12,132.3,60,Ctenomys_talarum
SA,extant,Rodentia,Ctenomyidae,Ctenomys,tucumanus,2.34,217,60,Ctenomys_tucumanus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,argentinus,2.34,221.3,61,Ctenomys_argentinus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,azarae,2.6,400,61,Ctenomys_azarae
SA,extant,Rodentia,Ctenomyidae,Ctenomys,boliviensis,2.73,535,61,Ctenomys_boliviensis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,bonettoi,2.31,202.3,61,Ctenomys_bonettoi
SA,extant,Rodentia,Ctenomyidae,Ctenomys,brasiliensis,2.6,400,61,Ctenomys_brasiliensis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,colburni,2.6,400,61,Ctenomys_colburni
SA,extant,Rodentia,Ctenomyidae,Ctenomys,dorsalis,2.22,165.6,61,Ctenomys_dorsalis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,emilianus,2.46,285.3,61,Ctenomys_emilianus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,frater,2.24,172.9,61,Ctenomys_frater
SA,extant,Rodentia,Ctenomyidae,Ctenomys,haigi,2.21,164,61,Ctenomys_haigi
SA,extant,Rodentia,Ctenomyidae,Ctenomys,latro,2.28,192,61,Ctenomys_latro
SA,extant,Rodentia,Ctenomyidae,Ctenomys,leucodon,2.39,243.6,61,Ctenomys_leucodon
SA,extant,Rodentia,Ctenomyidae,Ctenomys,lewisi,2.07,117.2,61,Ctenomys_lewisi
SA,extant,Rodentia,Ctenomyidae,Ctenomys,mendocinus,2.25,177.5,61,Ctenomys_mendocinus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,minutus,1.96,92,61,Ctenomys_minutus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,nattereri,2.6,400,61,Ctenomys_nattereri
SA,extant,Rodentia,Ctenomyidae,Ctenomys,occultus,2.18,150,61,Ctenomys_occultus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,opimus,2.56,361.5,61,Ctenomys_opimus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,pearsoni,2.33,212,61,Ctenomys_pearsoni
SA,extant,Rodentia,Ctenomyidae,Ctenomys,perrensis,2.6,400,61,Ctenomys_perrensis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,pontifex,2.6,400,61,Ctenomys_pontifex
SA,extant,Rodentia,Ctenomyidae,Ctenomys,porteousi,2.28,192.4,61,Ctenomys_porteousi
SA,extant,Rodentia,Ctenomyidae,Ctenomys,saltarius,2.36,230,61,Ctenomys_saltarius
SA,extant,Rodentia,Ctenomyidae,Ctenomys,sericeus,2.6,400,61,Ctenomys_sericeus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,sociabilis,2.6,400,61,Ctenomys_sociabilis
SA,extant,Rodentia,Ctenomyidae,Ctenomys,steinbachi,2.59,385,61,Ctenomys_steinbachi
SA,extant,Rodentia,Ctenomyidae,Ctenomys,torquatus,2.32,209.5,61,Ctenomys_torquatus
SA,extant,Rodentia,Ctenomyidae,Ctenomys,tuconax,2.4,249,61,Ctenomys_tuconax
SA,extant,Rodentia,Ctenomyidae,Ctenomys,validus,2.37,232.6,61,Ctenomys_validus
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,azarae,3.36,2310,60,Dasyprocta_azarae
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,leporina,3.48,3020,60,Dasyprocta_leporina
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,punctata,3.43,2675,60,Dasyprocta_punctata
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,cristata,3.42,2650,61,Dasyprocta_cristata
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,3.54,3500,61,Dasyprocta_fuliginosa
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,guamara,3.42,2650,61,Dasyprocta_guamara
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,kalinowskii,3.42,2650,61,Dasyprocta_kalinowskii
SA,extant,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,3.46,2900,61,Dasyprocta_prymnolopha
SA,extant,Rodentia,Dasyproctidae,Myoprocta,acouchy,2.78,600,60,Myoprocta_acouchy
SA,extant,Rodentia,Dasyproctidae,Myoprocta,exilis,3.11,1280,61,Myoprocta_exilis
SA,extant,Rodentia,Dinomyidae,Dinomys,branickii,4.1,12500,61,Dinomys_branickii
SA,extant,Rodentia,Echimyidae,Carterodon,sulcidens,2.06,113.8,61,Carterodon_sulcidens
SA,extant,Rodentia,Echimyidae,Chaetomys,subspinosus,3.11,1300,61,Chaetomys_subspinosus
SA,extant,Rodentia,Echimyidae,Clyomys,bishopi,1.48,30,61,Clyomys_bishopi
SA,extant,Rodentia,Echimyidae,Clyomys,laticeps,2.3,201,61,Clyomys_laticeps
SA,extant,Rodentia,Echimyidae,Dactylomys,boliviensis,2.86,728.8,61,Dactylomys_boliviensis
SA,extant,Rodentia,Echimyidae,Dactylomys,dactylinus,2.81,650,61,Dactylomys_dactylinus
SA,extant,Rodentia,Echimyidae,Dactylomys,peruanus,2.58,382,61,Dactylomys_peruanus
SA,extant,Rodentia,Echimyidae,Diplomys,caniceps,2.6,394.5,61,Diplomys_caniceps
SA,extant,Rodentia,Echimyidae,Diplomys,labilis,2.36,227.5,61,Diplomys_labilis
