sample,filepath,comment,O_pct,O_ppm,O_err,Mg_pct,Mg_ppm,Mg_err,Al_pct,Al_ppm,Al_err,Si_pct,Si_ppm,Si_err,P_pct,P_ppm,P_err,S_pct,S_ppm,S_err,K_pct,K_ppm,K_err,Ca_pct,Ca_ppm,Ca_err,Ti_pct,Ti_ppm,Ti_err,Mn_pct,Mn_ppm,Mn_err,Fe_pct,Fe_ppm,Fe_err,Ni_pct,Ni_ppm,Ni_err,Cu_pct,Cu_ppm,Cu_err,Zn_pct,Zn_ppm,Zn_err,Ga_pct,Ga_ppm,Ga_err,Rb_pct,Rb_ppm,Rb_err,Sr_pct,Sr_ppm,Sr_err,Y_pct,Y_ppm,Y_err,Zr_pct,Zr_ppm,Zr_err,Nb_pct,Nb_ppm,Nb_err,Ba_pct,Ba_ppm,Ba_err,Pb_pct,Pb_ppm,Pb_err,As_pct,As_ppm,As_err,Rh_pct,Rh_ppm,Rh_err,Sn_pct,Sn_ppm,Sn_err,Te_pct,Te_ppm,Te_err,Cl_pct,Cl_ppm,Cl_err,Mo_pct,Mo_ppm,Mo_err,Ag_pct,Ag_ppm,Ag_err,I_pct,I_ppm,I_err,La_pct,La_ppm,La_err,Ce_pct,Ce_ppm,Ce_err,Er_pct,Er_ppm,Er_err,Yb_pct,Yb_ppm,Yb_err,Ta_pct,Ta_ppm,Ta_err,Th_pct,Th_ppm,Th_err,U_pct,U_ppm,U_err,Ge_pct,Ge_ppm,Ge_err,Se_pct,Se_ppm,Se_err,W_pct,W_ppm,W_err,Gd_pct,Gd_ppm,Gd_err,Hf_pct,Hf_ppm,Hf_err,Sb_pct,Sb_ppm,Sb_err,Cd_pct,Cd_ppm,Cd_err,Re_pct,Re_ppm,Re_err,Br_pct,Br_ppm,Br_err,V_pct,V_ppm,V_err,Cr_pct,Cr_ppm,Cr_err,Cs_pct,Cs_ppm,Cs_err,In_pct,In_ppm,In_err,Co_pct,Co_ppm,Co_err,Bi_pct,Bi_ppm,Bi_err,Na_pct,Na_ppm,Na_err,Ir_pct,Ir_ppm,Ir_err,Pd_pct,Pd_ppm,Pd_err,Au_pct,Au_ppm,Au_err,Ru_pct,Ru_ppm,Ru_err,Os_pct,Os_ppm,Os_err,Tm_pct,Tm_ppm,Tm_err
PBP03_powder_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP03_powder_2.prf,PBP03_powder_2,48.501,485010.0,0.091,0.493,4930.0,0.109,20.718,207180.0,0.092,24.89,248900.0,0.068,0.076,760.0,0.004,0.0483,483.0,0.0021,4.326,43259.99999999999,0.078,,,,0.0206,206.0,0.0033,0.0051,51.0,0.0006,0.654,6540.0,0.003,0.0012,12.0,0.0002,0.0057,57.0,0.0002,0.003,30.0,0.0001,0.017,170.0,0.0003,0.0436,436.0,0.0003,0.0238,238.0,0.0002,0.0013,13.0,0.0002,0.004,40.0,0.0002,0.0032,32.0,0.0002,0.0242,242.0,0.0028,0.12,1200.0,0.001,0.0027,27.0,0.0004,,,,0.0032,32.0,0.0006,0.0075,75.0,0.0011,,,,,,,0.0014,14.0,0.0003,,,,,,,,,,,,,,,,,,,,,,0.0024,24.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,27.0,0.0004,,,,,,,,,,,,,,,,,,,,,
PBP04_powder_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP04_powder_2.prf,PBP04_powder_2,48.796,487960.0,0.073,0.29,2900.0,0.089,21.571,215710.00000000003,0.074,24.747,247470.0,0.054,0.064,640.0,0.003,0.065,650.0,0.002,3.848,38480.0,0.058,,,,0.024,240.0,0.0021,0.0062,62.0,0.0005,0.519,5190.0,0.002,0.0006,6.0,0.0001,0.0042,42.0,0.0001,0.0024,24.0,0.0001,0.0122,122.0,0.0002,0.0265,265.0,0.0002,0.0139,139.0,0.0001,,,,0.0022,22.0,0.0001,0.0017,17.0,0.0001,,,,0.0031,31.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,13.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,17.0,0.0002,,,,,,,,,,,,,,,,,,,,,
PBP04_powder_3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP04_powder_3.prf,PBP04_powder_3,48.893,488930.0,0.079,0.305,3050.0,0.098,21.562,215620.0,0.08,24.908,249080.0,0.059,0.061,610.0,0.003,0.0468,468.0,0.0015,3.636,36360.0,0.058,,,,0.0242,242.0,0.0021,0.0053,53.0,0.0005,0.484,4840.0,0.002,0.0006,6.0,0.0001,0.0039,39.0,0.0001,0.0019,19.0,0.0001,0.0118,118.0,0.0002,0.0283,283.0,0.0002,0.0157,157.0,0.0001,0.0006,6.0,0.0001,0.0026,26.0,0.0001,0.002,20.0,0.0001,,,,0.0021,21.0,0.0003,0.0005,5.0,0.0001,,,,0.0016,16.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,18.0,0.0002,,,,,,,0.0007,7.0,0.0002,,,,,,,,,,,,
PBP03_powder_3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP03_powder_3.prf,PBP03_powder_3,48.535,485349.99999999994,0.091,0.617,6170.0,0.113,20.756,207560.0,0.091,24.864,248640.0,0.068,0.062,620.0,0.004,0.0487,487.0,0.002,4.265,42650.0,0.075,,,,0.0258,258.0,0.0031,0.0073,73.0,0.0006,0.61,6100.0,0.003,0.0008,8.0,0.0002,0.0051,51.0,0.0002,0.0024,24.0,0.0001,0.0158,158.0,0.0002,0.0405,405.0,0.0003,0.0219,219.0,0.0002,0.0012,12.0,0.0002,0.0035,35.0,0.0002,0.0033,33.0,0.0002,,,,0.11,1100.0,0.001,0.0025,25.0,0.0003,,,,0.0025,25.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBP02_powder_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP02_powder_1.prf,PBP02_powder_1,48.568,485680.0,0.089,0.327,3270.0,0.109,20.686,206860.0,0.09,25.082,250820.0,0.066,0.063,630.0,0.004,0.052,520.0,0.002,4.354,43540.0,0.074,,,,0.0281,281.0,0.003,0.0068,68.0,0.0006,0.644,6440.0,0.003,0.0011,11.0,0.0001,0.0053,53.0,0.0002,0.0024,24.0,0.0001,0.0166,166.0,0.0002,0.0377,377.0,0.0003,0.0203,203.0,0.0002,0.001,10.0,0.0002,0.0034,34.0,0.0002,0.0026,26.0,0.0002,,,,0.092,920.0,0.001,0.0039,39.0,0.0003,,,,0.0022,22.0,0.0005,,,,,,,0.0012,12.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050125_PBP02_powder_thick_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP02_powder_thick_2.prf,050125_PBP02_powder_thick_1,48.552,485520.0,0.074,0.352,3520.0,0.088,21.061,210610.0,0.074,24.778,247780.0,0.055,0.076,760.0,0.003,0.051,509.99999999999994,0.002,4.193,41929.99999999999,0.063,,,,0.0283,283.0,0.0026,0.0075,75.0,0.0005,0.615,6150.0,0.002,0.001,10.0,0.0001,0.0052,52.0,0.0002,0.0027,27.0,0.0001,0.0157,157.0,0.0002,0.0423,423.0,0.0002,0.0235,235.0,0.0002,0.0016,16.0,0.0002,0.0046,46.0,0.0002,0.0033,33.0,0.0002,,,,0.164,1640.0,0.001,0.0036,36.0,0.0003,,,,0.0036,36.0,0.0005,,,,,,,,,,0.001,10.0,0.0002,,,,,,,,,,,,,,,,,,,,,,0.0014,14.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,75.0,0.0018,,,,,,,0.0029,29.0,0.0004,,,,0.002,20.0,0.0005,,,,,,,0.0009,9.0,0.0003,,,,,,
050125_PBP01_powder_thin_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP01_powder_thin_1.prf,050125_PBP01_powder_thin_1,48.795,487950.0,0.067,0.338,3380.0,0.084,21.599,215990.0,0.068,24.684,246840.0,0.05,0.068,680.0,0.002,0.073,730.0,0.001,3.788,37880.0,0.051,,,,0.0204,204.0,0.0019,0.0127,127.0,0.0005,0.529,5290.0,0.002,0.0004,4.0,0.0001,0.0042,42.0,0.0001,0.0021,21.0,0.0001,0.0122,122.0,0.0001,0.0255,255.0,0.0002,0.0134,134.0,0.0001,0.0006,6.0,0.0001,0.0023,23.0,0.0001,0.0018,18.0,0.0001,,,,0.0219,219.0,0.0004,0.0013,13.0,0.0001,,,,0.0016,16.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,28.0,0.0002,0.0016,16.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,15.0,0.0002,,,,,,,,,,,,,,,,,,,,,
PBP02_powder_3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP02_powder_3.prf,PBP02_powder_3,48.625,486250.0,0.07,,,,20.847,208470.0,0.085,25.194,251940.0,0.059,0.069,690.0000000000001,0.004,0.052,520.0,0.002,4.358,43580.0,0.073,,,,0.0236,236.0,0.0029,0.0067,67.0,0.0006,0.634,6340.0,0.003,0.0008,8.0,0.0001,0.0054,54.0,0.0002,0.0025,25.0,0.0001,0.0157,157.0,0.0002,0.0372,372.0,0.0002,0.02,200.0,0.0002,0.0011,11.0,0.0002,0.0031,31.0,0.0002,0.0028,28.0,0.0002,,,,0.093,930.0,0.001,0.0043,43.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,20.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,20.0,0.0006,,,,,,,,,,,,,,,
PBP02_powder_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP02_powder_2.prf,PBP02_powder_2,48.55,485500.0,0.09,0.454,4540.0,0.114,20.847,208470.0,0.089,24.878,248780.0,0.066,0.07,700.0000000000001,0.003,0.052,520.0,0.002,4.299,42990.00000000001,0.072,,,,0.0229,229.0,0.0027,0.0057,57.0,0.0006,0.627,6270.0,0.003,0.0007,7.0,0.0001,0.0054,54.0,0.0002,0.0025,25.0,0.0001,0.0146,146.0,0.0002,0.0342,342.0,0.0002,0.0179,179.0,0.0002,0.0008,8.0,0.0002,0.0031,31.0,0.0002,0.0021,21.0,0.0002,0.017,170.0,0.0021,0.087,869.9999999999999,0.001,0.0039,39.0,0.0003,,,,0.0015,15.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,13.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,25.0,0.0005,,,,,,,,,,,,,,,
050125_PBP02_powder_thick_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP02_powder_thick_1.prf,050125_PBP02_powder_thick_1,48.579,485790.0,0.073,0.352,3520.0,0.089,21.041,210410.0,0.073,24.835,248350.0,0.054,0.073,730.0,0.003,0.054,540.0,0.002,4.16,41600.0,0.062,,,,0.0201,201.0,0.0026,0.0079,79.0,0.0005,0.598,5980.0,0.002,0.0012,12.0,0.0001,0.0053,53.0,0.0001,0.0029,29.0,0.0001,0.0156,156.0,0.0002,0.0402,402.0,0.0002,0.022,220.0,0.0002,0.0015,15.0,0.0002,0.004,40.0,0.0002,0.0033,33.0,0.0002,0.0159,159.0,0.0022,0.155,1550.0,0.001,0.0035,35.0,0.0003,,,,0.0026,26.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,24.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,0.0032,32.0,0.0004,,,,,,,,,,0.0009,9.0,0.0002,,,,,,,,,
050125_PBP04_powder_thin_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP04_powder_thin_1.prf,050125_PBP04_powder_thin_1,48.939,489390.0,0.063,0.249,2490.0,0.077,21.653,216530.0,0.064,24.903,249030.0,0.047,0.064,640.0,0.002,0.065,650.0,0.001,3.578,35780.0,0.046,,,,0.021,210.0,0.0015,0.0049,49.0,0.0003,0.473,4730.0,0.002,0.0006,6.0,0.0001,0.0038,38.0,0.0001,0.0019,19.0,0.0001,0.0095,95.0,0.0001,0.0183,183.0,0.0001,0.0094,94.0,0.0001,,,,0.0014,14.0,0.0001,0.0012,12.0,0.0001,,,,0.002,20.0,0.0002,0.0003,3.0,0.0001,,,,0.0009,9.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,14.0,0.0001,,,,,,,,,,,,,,,,,,,,,
050125_PBP04_powder_thick_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP04_powder_thick_1.prf,050125_PBP04_powder_thick_1,48.813,488130.0,0.062,0.402,4020.0000000000005,0.071,21.54,215400.0,0.064,24.734,247340.00000000003,0.046,0.064,640.0,0.002,0.062,620.0,0.001,3.731,37310.0,0.052,,,,0.0238,238.0,0.0021,0.017,170.0,0.0005,0.531,5310.0,0.002,0.0006,6.0,0.0001,0.0044,44.0,0.0001,0.0022,22.0,0.0001,0.0128,128.0,0.0001,0.0308,308.0,0.0002,0.0165,165.0,0.0001,0.0009,9.0,0.0001,0.0029,29.0,0.0001,0.0022,22.0,0.0001,,,,0.0027,27.0,0.0003,0.0004,4.0,0.0001,,,,0.0015,15.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,14.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,21.0,0.0002,,,,,,,,,,,,,,,,,,,,,
050125_PBP02_powder_thin_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP02_powder_thin_1.prf,050125_PBP02_powder_thin_1,48.596,485959.99999999994,0.075,0.457,4570.0,0.094,20.852,208520.0,0.076,24.927,249270.0,0.056,0.076,760.0,0.003,0.056,560.0,0.002,4.247,42470.0,0.056,,,,0.0244,244.0,0.0021,0.0063,63.0,0.0005,0.59,5900.0,0.002,0.0013,13.0,0.0001,0.0047,47.0,0.0001,0.0026,26.0,0.0001,0.0124,124.0,0.0002,0.0239,239.0,0.0002,0.0123,123.0,0.0001,,,,0.0016,16.0,0.0001,0.0014,14.0,0.0001,,,,0.097,970.0,0.001,0.0073,73.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,17.0,0.0003,,,,0.0027,27.0,0.0004,,,,,,,,,,,,,,,
050125_PBP03_powder_thin_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP03_powder_thin_1.prf,050125_PBP03_powder_thin_1,48.803,488030.0,0.061,0.377,3770.0,0.07,21.721,217210.0,0.064,24.639,246390.0,0.046,0.067,670.0,0.002,0.057,570.0,0.002,3.589,35890.0,0.047,,,,0.0224,224.0,0.0017,0.0058,58.0,0.0004,0.485,4850.0,0.002,0.0006,6.0,0.0001,0.0039,39.0,0.0001,0.0022,22.0,0.0001,0.0106,106.0,0.0002,0.0221,221.0,0.0001,0.0116,116.0,0.0001,,,,0.0017,17.0,0.0001,0.0019,19.0,0.0001,,,,0.164,1640.0,0.001,0.0078,78.0,0.0003,,,,0.0012,12.0,0.0002,0.0014,14.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,0.001,10.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,35.0,0.0004,,,,0.0005,5.0,0.0001,,,,,,,,,
kaolinite-pellet_PBP08_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP08_A.prf,kaolinite-pellet_17-July_PBP08_A,49.627,496270.0,0.051,,,,16.261,162610.0,0.057,29.836,298360.0,0.044,0.089,890.0,0.003,0.0418,418.0,0.0013,3.318,33180.0,0.059,0.191,1910.0,0.011,0.0179,179.0,0.0026,0.0065,65.0,0.0005,0.466,4660.0,0.002,0.0006,6.0,0.0001,0.0038,38.0,0.0001,0.0025,25.0,0.0001,0.0122,122.0,0.0002,0.035,350.0,0.0002,0.0202,202.0,0.0002,0.0012,12.0,0.0002,0.0044,44.0,0.0002,0.0029,29.0,0.0002,,,,0.062,620.0,0.001,0.0013,13.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_11-July_PBP04_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_11-July_PBP04_A.prf,11-July_PBP04_A,48.63,486300.0,0.068,0.305,3050.0,0.078,20.787,207870.0,0.066,25.076,250760.0,0.05,0.071,709.9999999999999,0.003,0.055,550.0,0.001,4.294,42939.99999999999,0.068,,,,0.024,240.0,0.0029,0.0087,87.0,0.0006,0.647,6470.0,0.002,,,,0.0061,61.0,0.0002,0.0023,23.0,0.0001,0.0166,166.0,0.0002,0.0488,488.0,0.0002,0.0266,266.0,0.0002,,,,,,,0.0041,41.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_15-July_PBP02_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_15-July_PBP02_A.prf,kaolinite-pellets_15-July_PBP02_A,48.47,484700.0,0.068,0.467,4670.0,0.079,20.527,205270.0,0.066,24.984,249840.00000000003,0.05,0.07,700.0000000000001,0.003,0.066,660.0,0.002,4.389,43890.0,0.066,,,,0.0255,255.0,0.0029,0.0081,81.0,0.0006,0.665,6650.0,0.002,0.0028,28.0,0.0002,0.0057,57.0,0.0002,0.0034,34.0,0.0001,0.0172,172.0,0.0002,0.0491,491.0,0.0002,0.026,260.0,0.0002,0.0019,19.0,0.0002,0.0047,47.0,0.0002,0.0039,39.0,0.0002,0.025,250.0,0.0027,0.175,1750.0,0.001,0.0022,22.0,0.0003,,,,0.0028,28.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067,67.0,0.0008,,,,,,,,,,0.0032,32.0,0.0004,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP04_B,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP04_B.prf,kaolinite-pellets_15-July_PBP04_B,49.64,496400.0,0.06,0.395,3950.0,0.069,16.746,167460.0,0.056,29.36,293600.0,0.047,0.058,580.0,0.002,0.054,540.0,0.001,3.164,31640.0,0.058,,,,0.0212,212.0,0.0025,0.0061,61.0,0.0005,0.45,4500.0,0.002,0.0009,9.0,0.0001,0.0039,39.0,0.0001,0.0022,22.0,0.0001,0.0116,116.0,0.0002,0.0328,328.0,0.0002,0.018,180.0,0.0001,0.0013,13.0,0.0002,0.0045,45.0,0.0002,0.0027,27.0,0.0001,0.0177,177.0,0.0021,0.0038,38.0,0.0003,,,,,,,0.0029,29.0,0.0004,,,,,,,0.0006,6.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,20.0,0.0002,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP04_C,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP04_C.prf,kaolinite-pellet_15-July_PBP04_C,49.636,496360.0,0.06,0.274,2740.0,0.069,16.597,165970.0,0.055,29.512,295120.0,0.047,0.054,540.0,0.002,0.062,620.0,0.001,3.242,32420.0,0.06,,,,0.0218,218.0,0.0026,0.0073,73.0,0.0005,0.472,4720.0,0.002,0.0012,12.0,0.0001,0.0041,41.0,0.0001,0.0026,26.0,0.0001,0.0121,121.0,0.0002,0.0352,352.0,0.0002,0.019,190.0,0.0002,0.0014,14.0,0.0002,0.0053,53.0,0.0002,0.0025,25.0,0.0002,0.0169,169.0,0.0024,0.0029,29.0,0.0003,0.0004,4.0,0.0001,,,,0.0022,22.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,120.0,0.0018,,,,,,,0.0023,23.0,0.0002,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP06_A,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP06_A.prf,kaolinite-pellet_17-July_PBP06_A,49.622,496220.0,0.065,0.275,2750.0,0.075,16.208,162079.99999999997,0.06,29.784,297840.0,0.051,0.054,540.0,0.002,0.055,550.0,0.001,3.356,33560.0,0.063,,,,0.0213,213.0,0.0026,0.0072,72.0,0.0005,0.495,4950.0,0.002,0.001,10.0,0.0001,0.0046,46.0,0.0001,0.0027,27.0,0.0001,0.0126,126.0,0.0002,0.0371,371.0,0.0002,0.0201,201.0,0.0002,0.0014,14.0,0.0002,0.0045,45.0,0.0002,0.0031,31.0,0.0002,,,,0.0313,313.0,0.0005,,,,,,,0.0032,32.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP02_B,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP02_B.prf,kaolinite-pellet_15-July_PBP02_B,48.539,485390.0,0.066,0.524,5240.0,0.077,20.776,207760.0,0.064,24.871,248710.0,0.048,0.068,680.0,0.002,0.065,650.0,0.002,4.17,41700.0,0.065,,,,0.0386,386.0,0.0031,0.0079,79.0,0.0005,0.624,6240.0,0.002,0.0013,13.0,0.0001,0.0055,55.0,0.0002,0.0035,35.0,0.0001,0.0166,166.0,0.0002,0.0476,476.0,0.0002,0.0258,258.0,0.0002,0.0018,18.0,0.0002,0.0046,46.0,0.0002,0.0035,35.0,0.0002,0.0262,262.0,0.0027,0.171,1710.0000000000002,0.001,0.0019,19.0,0.0003,,,,0.0031,31.0,0.0005,,,,,,,,,,0.0009,9.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,30.0,0.0004,,,,,,,,,,,,,,,,,,,,,
kaolinite-pellet_PBP04_D,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-pellets/kaolinite-pellet_PBP04_D.prf,kaolinite-pellet_15-July_PBP04_D,49.644,496440.0,0.06,0.376,3760.0,0.067,16.598,165980.0,0.055,29.469,294690.0,0.047,0.057,570.0,0.002,0.059,590.0,0.001,3.205,32050.0,0.059,,,,0.0291,291.0,0.0026,0.0066,66.0,0.0005,0.465,4650.0,0.002,0.0011,11.0,0.0001,0.0039,39.0,0.0001,0.0037,37.0,0.0001,0.0118,118.0,0.0002,0.034,340.0,0.0002,0.0187,187.0,0.0002,0.0011,11.0,0.0002,0.0047,47.0,0.0002,0.0028,28.0,0.0002,,,,0.0019,19.0,0.0003,0.0006,6.0,0.0001,,,,0.0022,22.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,25.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,16.0,0.0002,,,,,,,,,,,,,,,,,,,,,
